ensg_id	external_gene_name	chromosome_name	description
ENSG00000281501	SEPSECS-AS1	4	SEPSECS antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27737]
ENSG00000282021	AC100810.3	8	novel transcript
ENSG00000282556	AC068733.3	11	novel transcript, antisense to PRKCDBP
ENSG00000282993	AL356737.1	13	TEC
ENSG00000283033	AC022596.2	17	novel transcript
ENSG00000283268	TEX54	11	testis expressed 54 [Source:HGNC Symbol;Acc:HGNC:53729]
ENSG00000283297	TEX52	12	testis expressed 52 [Source:HGNC Symbol;Acc:HGNC:53643]
ENSG00000283439	SPEM3	17	SPEM family member 3 [Source:HGNC Symbol;Acc:HGNC:53651]
ENSG00000283529	AL035685.1	20	somatomedin B and thrombospondin type 1 domain containing (SBSPON) pseudogene
ENSG00000283633	AP000547.3	22	novel transcript
ENSG00000283662	AC138904.3	16	novel transcript
ENSG00000283907	AD000090.1	19	novel transcript, antisense to ATP4A
ENSG00000284640	AL590434.2	1	novel transcript
ENSG00000284906	ARHGAP11B	15	Rho GTPase activating protein 11B [Source:NCBI gene;Acc:89839]
ENSG00000285051	SLC7A14-AS1	3	SLC7A14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54092]
ENSG00000285077	ARHGAP11B	15	Rho GTPase activating protein 11B [Source:HGNC Symbol;Acc:HGNC:15782]
ENSG00000285577	AC019127.1	2	novel transcript, antisense to LTBP1
ENSG00000285641	AL358472.6	1	novel protein
ENSG00000285650	AL157827.2	9	Novel transcript, antisense to CENPP
ENSG00000285791	AC009879.3	8	novel transcript
ENSG00000285829	AC005921.5	17	novel transcript
ENSG00000285830	AL109628.2	14	novel transcript, antisense to TRAPPC6B
ENSG00000285854	AC010197.2	12	novel transcript
ENSG00000285868	AC008676.3	5	Novel protein
ENSG00000285872	AC007240.3	2	novel transcript
ENSG00000285958	AC073174.1	10	novel transcript
ENSG00000285972	CERNA2	10	competing endogenous lncRNA 2 for microRNA let-7b [Source:HGNC Symbol;Acc:HGNC:51354]
ENSG00000285996	AC006116.12	19	novel transcript, antisense to ZNF582
ENSG00000286000	AC234775.4	X	novel transcript
ENSG00000286035	AC073840.1	4	novel transcript
ENSG00000286053	ASDURF	2	ASNSD1 upstream reading frame [Source:HGNC Symbol;Acc:HGNC:53619]
ENSG00000286207	AC012443.2	2	novel transcript, antisense to FMNL2
ENSG00000286220	AC007546.3	12	purinergic receptor P2X, ligand-gated ion channel, 7 (P2RX7) pseudogene
ENSG00000286230	AC010327.7	19	novel transcript
ENSG00000286342	AC073210.3	7	novel transcript
ENSG00000286359	AL844892.1	10	novel transcript
ENSG00000286362	AP005717.2	8	novel transcript, antisense to DSCC1
ENSG00000286403	AC010378.2	5	novel transcript
ENSG00000286733	AC090164.5	15	novel transcript
ENSG00000286760	AL022069.3	6	novel transcript
ENSG00000286812	AP001120.5	18	novel transcript, antisense to GNAL
ENSG00000286861	AL049779.4	14	novel transcript, antisense to ARG2
ENSG00000286892	AC084212.1	3	novel transcript
ENSG00000286918	AL035411.3	1	novel transcript, antisense to OMA1
ENSG00000286927	AC103955.1	8	novel transcript
ENSG00000286952	AC093928.1	3	novel transcript, antisense to DNAH12
ENSG00000286966	AL137800.1	1	novel transcript
ENSG00000286977	Z83745.1	X	novel transcript
ENSG00000287001	AC010624.5	19	novel transcript
ENSG00000287109	AP000224.1	21	novel transcript, antisense to JAM2
ENSG00000287189	AL121956.6	6	novel transcript
ENSG00000287236	Z73420.2	22	novel transcript, antisense to ANKRD54
ENSG00000287258	AL512283.2	6	novel transcript, antisense to PKIB
ENSG00000287262	AC021148.3	4	novel transcript
ENSG00000287362	AC103563.9	2	novel transcript
ENSG00000287437	AL161662.1	14	novel transcript, antisense to NRDE2
ENSG00000287516	AL359764.2	1	novel transcript
ENSG00000287558	AL109933.5	6	novel transcript, antisense to PLG
ENSG00000287591	AL360169.3	6	novel transcript
ENSG00000287693	AC091691.3	18	novel transcript
ENSG00000287719	AP001531.1	18	novel transcript
ENSG00000287721	AC061975.8	17	novel transcript
ENSG00000287933	AL357141.1	6	novel transcript, antisense to FRK
ENSG00000287960	AC008567.3	19	novel transcript
ENSG00000288062	AL136981.3	9	novel transcript
ENSG00000288079	AC026329.1	3	novel transcript, antisense to BOC
ENSG00000288105	AC117461.1	3	novel transcript, antisense to ROBO1
ENSG00000288349	AC139272.1	5	POM121 transmembrane nucleoporin C (POM121C) pseudogene
ENSG00000288437	AC108479.2	2	lysine-rich coiled-coil 1 pseudogene (KRCC1)
ENSG00000288549	AC026412.4	5	novel trancript
